FileName,Count
C:/Users/Manav/our_dataset/train_data\23\135.json,35
C:/Users/Manav/our_dataset/train_data\23\136.json,35
C:/Users/Manav/our_dataset/train_data\23\137.json,35
C:/Users/Manav/our_dataset/train_data\23\138.json,35
C:/Users/Manav/our_dataset/train_data\23\139.json,35
C:/Users/Manav/our_dataset/train_data\23\140.json,35
C:/Users/Manav/our_dataset/train_data\23\141.json,35
C:/Users/Manav/our_dataset/train_data\23\142.json,35
C:/Users/Manav/our_dataset/train_data\23\143.json,35
C:/Users/Manav/our_dataset/train_data\23\144.json,36
C:/Users/Manav/our_dataset/train_data\23\145.json,36
C:/Users/Manav/our_dataset/train_data\23\146.json,36
C:/Users/Manav/our_dataset/train_data\23\147.json,37
C:/Users/Manav/our_dataset/train_data\23\148.json,36
C:/Users/Manav/our_dataset/train_data\23\149.json,36
C:/Users/Manav/our_dataset/train_data\23\150.json,36
C:/Users/Manav/our_dataset/train_data\26\001.json,16
C:/Users/Manav/our_dataset/train_data\26\002.json,16
C:/Users/Manav/our_dataset/train_data\26\003.json,16
C:/Users/Manav/our_dataset/train_data\26\004.json,16
C:/Users/Manav/our_dataset/train_data\26\005.json,16
C:/Users/Manav/our_dataset/train_data\26\006.json,16
C:/Users/Manav/our_dataset/train_data\26\007.json,16
C:/Users/Manav/our_dataset/train_data\26\008.json,16
C:/Users/Manav/our_dataset/train_data\26\009.json,16
C:/Users/Manav/our_dataset/train_data\26\010.json,16
C:/Users/Manav/our_dataset/train_data\26\011.json,17
C:/Users/Manav/our_dataset/train_data\26\012.json,17
C:/Users/Manav/our_dataset/train_data\26\013.json,17
C:/Users/Manav/our_dataset/train_data\26\014.json,17
C:/Users/Manav/our_dataset/train_data\26\015.json,17
C:/Users/Manav/our_dataset/train_data\26\016.json,17
C:/Users/Manav/our_dataset/train_data\26\017.json,17
C:/Users/Manav/our_dataset/train_data\26\018.json,16
C:/Users/Manav/our_dataset/train_data\26\019.json,17
C:/Users/Manav/our_dataset/train_data\26\020.json,17
C:/Users/Manav/our_dataset/train_data\26\021.json,17
C:/Users/Manav/our_dataset/train_data\26\022.json,17
C:/Users/Manav/our_dataset/train_data\26\023.json,17
C:/Users/Manav/our_dataset/train_data\26\024.json,17
C:/Users/Manav/our_dataset/train_data\26\025.json,17
C:/Users/Manav/our_dataset/train_data\26\026.json,17
C:/Users/Manav/our_dataset/train_data\26\027.json,17
C:/Users/Manav/our_dataset/train_data\26\028.json,17
C:/Users/Manav/our_dataset/train_data\26\029.json,17
C:/Users/Manav/our_dataset/train_data\26\030.json,17
C:/Users/Manav/our_dataset/train_data\26\031.json,17
C:/Users/Manav/our_dataset/train_data\26\032.json,17
C:/Users/Manav/our_dataset/train_data\26\033.json,17
C:/Users/Manav/our_dataset/train_data\26\034.json,17
C:/Users/Manav/our_dataset/train_data\26\035.json,17
C:/Users/Manav/our_dataset/train_data\26\036.json,17
C:/Users/Manav/our_dataset/train_data\26\037.json,17
C:/Users/Manav/our_dataset/train_data\26\038.json,17
C:/Users/Manav/our_dataset/train_data\26\039.json,17
C:/Users/Manav/our_dataset/train_data\26\040.json,17
C:/Users/Manav/our_dataset/train_data\26\041.json,17
C:/Users/Manav/our_dataset/train_data\26\042.json,17
C:/Users/Manav/our_dataset/train_data\26\043.json,17
C:/Users/Manav/our_dataset/train_data\26\044.json,17
C:/Users/Manav/our_dataset/train_data\26\045.json,17
C:/Users/Manav/our_dataset/train_data\26\046.json,18
C:/Users/Manav/our_dataset/train_data\26\047.json,18
C:/Users/Manav/our_dataset/train_data\26\048.json,18
C:/Users/Manav/our_dataset/train_data\26\049.json,18
C:/Users/Manav/our_dataset/train_data\26\050.json,18
C:/Users/Manav/our_dataset/train_data\26\051.json,18
C:/Users/Manav/our_dataset/train_data\26\052.json,18
C:/Users/Manav/our_dataset/train_data\26\053.json,18
C:/Users/Manav/our_dataset/train_data\26\054.json,18
C:/Users/Manav/our_dataset/train_data\26\055.json,18
C:/Users/Manav/our_dataset/train_data\26\056.json,18
C:/Users/Manav/our_dataset/train_data\26\057.json,18
C:/Users/Manav/our_dataset/train_data\26\058.json,18
C:/Users/Manav/our_dataset/train_data\26\059.json,18
C:/Users/Manav/our_dataset/train_data\26\060.json,18
C:/Users/Manav/our_dataset/train_data\26\061.json,18
C:/Users/Manav/our_dataset/train_data\26\062.json,18
C:/Users/Manav/our_dataset/train_data\26\063.json,18
C:/Users/Manav/our_dataset/train_data\26\064.json,18
C:/Users/Manav/our_dataset/train_data\26\065.json,18
C:/Users/Manav/our_dataset/train_data\26\066.json,18
C:/Users/Manav/our_dataset/train_data\26\067.json,18
C:/Users/Manav/our_dataset/train_data\26\068.json,18
C:/Users/Manav/our_dataset/train_data\26\069.json,18
C:/Users/Manav/our_dataset/train_data\26\070.json,18
C:/Users/Manav/our_dataset/train_data\26\071.json,18
C:/Users/Manav/our_dataset/train_data\26\072.json,18
C:/Users/Manav/our_dataset/train_data\26\073.json,18
C:/Users/Manav/our_dataset/train_data\26\074.json,18
C:/Users/Manav/our_dataset/train_data\26\075.json,18
C:/Users/Manav/our_dataset/train_data\26\076.json,18
C:/Users/Manav/our_dataset/train_data\26\077.json,19
C:/Users/Manav/our_dataset/train_data\26\078.json,19
C:/Users/Manav/our_dataset/train_data\26\079.json,19
C:/Users/Manav/our_dataset/train_data\26\080.json,19
C:/Users/Manav/our_dataset/train_data\26\081.json,19
C:/Users/Manav/our_dataset/train_data\26\082.json,19
C:/Users/Manav/our_dataset/train_data\26\083.json,20
C:/Users/Manav/our_dataset/train_data\26\084.json,20
C:/Users/Manav/our_dataset/train_data\26\085.json,19
C:/Users/Manav/our_dataset/train_data\26\086.json,20
C:/Users/Manav/our_dataset/train_data\26\087.json,20
C:/Users/Manav/our_dataset/train_data\26\088.json,20
C:/Users/Manav/our_dataset/train_data\26\089.json,20
C:/Users/Manav/our_dataset/train_data\26\090.json,21
C:/Users/Manav/our_dataset/train_data\26\091.json,20
C:/Users/Manav/our_dataset/train_data\26\092.json,20
C:/Users/Manav/our_dataset/train_data\26\093.json,20
C:/Users/Manav/our_dataset/train_data\26\094.json,20
C:/Users/Manav/our_dataset/train_data\26\095.json,20
C:/Users/Manav/our_dataset/train_data\26\096.json,20
C:/Users/Manav/our_dataset/train_data\26\097.json,20
C:/Users/Manav/our_dataset/train_data\26\098.json,20
C:/Users/Manav/our_dataset/train_data\26\099.json,19
C:/Users/Manav/our_dataset/train_data\26\100.json,19
C:/Users/Manav/our_dataset/train_data\26\101.json,19
C:/Users/Manav/our_dataset/train_data\26\102.json,19
C:/Users/Manav/our_dataset/train_data\26\103.json,19
C:/Users/Manav/our_dataset/train_data\26\104.json,19
C:/Users/Manav/our_dataset/train_data\26\105.json,19
C:/Users/Manav/our_dataset/train_data\26\106.json,19
C:/Users/Manav/our_dataset/train_data\26\107.json,19
C:/Users/Manav/our_dataset/train_data\26\108.json,19
C:/Users/Manav/our_dataset/train_data\26\109.json,19
C:/Users/Manav/our_dataset/train_data\26\110.json,19
C:/Users/Manav/our_dataset/train_data\26\111.json,19
C:/Users/Manav/our_dataset/train_data\26\112.json,19
C:/Users/Manav/our_dataset/train_data\26\113.json,19
C:/Users/Manav/our_dataset/train_data\26\114.json,19
C:/Users/Manav/our_dataset/train_data\26\115.json,19
C:/Users/Manav/our_dataset/train_data\26\116.json,19
C:/Users/Manav/our_dataset/train_data\26\117.json,19
C:/Users/Manav/our_dataset/train_data\26\118.json,20
C:/Users/Manav/our_dataset/train_data\26\119.json,20
C:/Users/Manav/our_dataset/train_data\26\120.json,20
C:/Users/Manav/our_dataset/train_data\26\121.json,20
C:/Users/Manav/our_dataset/train_data\26\122.json,20
C:/Users/Manav/our_dataset/train_data\26\123.json,20
C:/Users/Manav/our_dataset/train_data\26\124.json,20
C:/Users/Manav/our_dataset/train_data\26\125.json,20
C:/Users/Manav/our_dataset/train_data\26\126.json,20
C:/Users/Manav/our_dataset/train_data\26\127.json,20
C:/Users/Manav/our_dataset/train_data\26\128.json,20
C:/Users/Manav/our_dataset/train_data\26\129.json,20
C:/Users/Manav/our_dataset/train_data\26\130.json,20
C:/Users/Manav/our_dataset/train_data\26\131.json,20
C:/Users/Manav/our_dataset/train_data\26\132.json,20
C:/Users/Manav/our_dataset/train_data\26\133.json,20
C:/Users/Manav/our_dataset/train_data\26\134.json,20
C:/Users/Manav/our_dataset/train_data\26\135.json,21
C:/Users/Manav/our_dataset/train_data\26\136.json,21
C:/Users/Manav/our_dataset/train_data\26\137.json,21
C:/Users/Manav/our_dataset/train_data\26\138.json,21
C:/Users/Manav/our_dataset/train_data\26\139.json,20
C:/Users/Manav/our_dataset/train_data\26\140.json,20
C:/Users/Manav/our_dataset/train_data\26\141.json,20
C:/Users/Manav/our_dataset/train_data\26\142.json,20
C:/Users/Manav/our_dataset/train_data\26\143.json,20
C:/Users/Manav/our_dataset/train_data\26\144.json,20
C:/Users/Manav/our_dataset/train_data\26\145.json,20
C:/Users/Manav/our_dataset/train_data\26\146.json,20
C:/Users/Manav/our_dataset/train_data\26\147.json,20
C:/Users/Manav/our_dataset/train_data\26\148.json,20
C:/Users/Manav/our_dataset/train_data\26\149.json,20
C:/Users/Manav/our_dataset/train_data\26\150.json,20
C:/Users/Manav/our_dataset/train_data\27\001.json,20
C:/Users/Manav/our_dataset/train_data\27\002.json,20
C:/Users/Manav/our_dataset/train_data\27\003.json,20
C:/Users/Manav/our_dataset/train_data\27\004.json,20
C:/Users/Manav/our_dataset/train_data\27\005.json,20
C:/Users/Manav/our_dataset/train_data\27\006.json,20
C:/Users/Manav/our_dataset/train_data\27\007.json,20
C:/Users/Manav/our_dataset/train_data\27\008.json,20
C:/Users/Manav/our_dataset/train_data\27\009.json,20
C:/Users/Manav/our_dataset/train_data\27\010.json,20
C:/Users/Manav/our_dataset/train_data\27\011.json,20
C:/Users/Manav/our_dataset/train_data\27\012.json,20
C:/Users/Manav/our_dataset/train_data\27\013.json,20
C:/Users/Manav/our_dataset/train_data\27\014.json,19
C:/Users/Manav/our_dataset/train_data\27\015.json,20
C:/Users/Manav/our_dataset/train_data\27\016.json,20
C:/Users/Manav/our_dataset/train_data\27\017.json,20
C:/Users/Manav/our_dataset/train_data\27\018.json,20
C:/Users/Manav/our_dataset/train_data\27\019.json,20
C:/Users/Manav/our_dataset/train_data\27\020.json,20
C:/Users/Manav/our_dataset/train_data\27\021.json,21
C:/Users/Manav/our_dataset/train_data\27\022.json,21
C:/Users/Manav/our_dataset/train_data\27\023.json,21
C:/Users/Manav/our_dataset/train_data\27\024.json,21
C:/Users/Manav/our_dataset/train_data\27\025.json,21
C:/Users/Manav/our_dataset/train_data\27\026.json,20
C:/Users/Manav/our_dataset/train_data\27\027.json,21
C:/Users/Manav/our_dataset/train_data\27\028.json,21
C:/Users/Manav/our_dataset/train_data\27\029.json,21
C:/Users/Manav/our_dataset/train_data\27\030.json,21
C:/Users/Manav/our_dataset/train_data\27\031.json,21
C:/Users/Manav/our_dataset/train_data\27\032.json,21
C:/Users/Manav/our_dataset/train_data\27\033.json,21
C:/Users/Manav/our_dataset/train_data\27\034.json,21
C:/Users/Manav/our_dataset/train_data\27\035.json,21
C:/Users/Manav/our_dataset/train_data\27\036.json,21
C:/Users/Manav/our_dataset/train_data\27\037.json,21
C:/Users/Manav/our_dataset/train_data\27\038.json,21
C:/Users/Manav/our_dataset/train_data\27\039.json,21
C:/Users/Manav/our_dataset/train_data\27\040.json,21
C:/Users/Manav/our_dataset/train_data\27\041.json,21
C:/Users/Manav/our_dataset/train_data\27\042.json,21
C:/Users/Manav/our_dataset/train_data\27\043.json,21
C:/Users/Manav/our_dataset/train_data\27\044.json,21
C:/Users/Manav/our_dataset/train_data\27\045.json,21
C:/Users/Manav/our_dataset/train_data\27\046.json,21
C:/Users/Manav/our_dataset/train_data\27\047.json,21
C:/Users/Manav/our_dataset/train_data\27\048.json,21
C:/Users/Manav/our_dataset/train_data\27\049.json,21
C:/Users/Manav/our_dataset/train_data\27\050.json,21
C:/Users/Manav/our_dataset/train_data\27\051.json,21
C:/Users/Manav/our_dataset/train_data\27\052.json,21
C:/Users/Manav/our_dataset/train_data\27\053.json,21
C:/Users/Manav/our_dataset/train_data\27\054.json,21
C:/Users/Manav/our_dataset/train_data\27\055.json,21
C:/Users/Manav/our_dataset/train_data\27\056.json,21
C:/Users/Manav/our_dataset/train_data\27\057.json,21
C:/Users/Manav/our_dataset/train_data\27\058.json,21
C:/Users/Manav/our_dataset/train_data\27\059.json,21
C:/Users/Manav/our_dataset/train_data\27\060.json,21
C:/Users/Manav/our_dataset/train_data\27\061.json,21
C:/Users/Manav/our_dataset/train_data\27\062.json,21
C:/Users/Manav/our_dataset/train_data\27\063.json,21
C:/Users/Manav/our_dataset/train_data\27\064.json,21
C:/Users/Manav/our_dataset/train_data\27\065.json,21
C:/Users/Manav/our_dataset/train_data\27\066.json,21
C:/Users/Manav/our_dataset/train_data\27\067.json,21
C:/Users/Manav/our_dataset/train_data\27\068.json,20
C:/Users/Manav/our_dataset/train_data\27\069.json,21
C:/Users/Manav/our_dataset/train_data\27\070.json,21
C:/Users/Manav/our_dataset/train_data\27\071.json,21
C:/Users/Manav/our_dataset/train_data\27\072.json,21
C:/Users/Manav/our_dataset/train_data\27\073.json,21
C:/Users/Manav/our_dataset/train_data\27\074.json,21
C:/Users/Manav/our_dataset/train_data\27\075.json,21
C:/Users/Manav/our_dataset/train_data\27\076.json,21
C:/Users/Manav/our_dataset/train_data\27\077.json,21
C:/Users/Manav/our_dataset/train_data\27\078.json,21
C:/Users/Manav/our_dataset/train_data\27\079.json,21
C:/Users/Manav/our_dataset/train_data\27\080.json,21
C:/Users/Manav/our_dataset/train_data\27\081.json,21
C:/Users/Manav/our_dataset/train_data\27\082.json,21
C:/Users/Manav/our_dataset/train_data\27\083.json,21
C:/Users/Manav/our_dataset/train_data\27\084.json,21
C:/Users/Manav/our_dataset/train_data\27\085.json,21
C:/Users/Manav/our_dataset/train_data\27\086.json,21
C:/Users/Manav/our_dataset/train_data\27\087.json,21
C:/Users/Manav/our_dataset/train_data\27\088.json,21
C:/Users/Manav/our_dataset/train_data\27\089.json,21
C:/Users/Manav/our_dataset/train_data\27\090.json,21
C:/Users/Manav/our_dataset/train_data\27\091.json,21
C:/Users/Manav/our_dataset/train_data\27\092.json,21
C:/Users/Manav/our_dataset/train_data\27\093.json,21
C:/Users/Manav/our_dataset/train_data\27\094.json,21
C:/Users/Manav/our_dataset/train_data\27\095.json,21
C:/Users/Manav/our_dataset/train_data\27\096.json,21
C:/Users/Manav/our_dataset/train_data\27\097.json,21
C:/Users/Manav/our_dataset/train_data\27\098.json,21
C:/Users/Manav/our_dataset/train_data\27\099.json,21
C:/Users/Manav/our_dataset/train_data\27\100.json,21
C:/Users/Manav/our_dataset/train_data\27\101.json,21
C:/Users/Manav/our_dataset/train_data\27\102.json,21
C:/Users/Manav/our_dataset/train_data\27\103.json,21
C:/Users/Manav/our_dataset/train_data\27\104.json,21
C:/Users/Manav/our_dataset/train_data\27\105.json,21
C:/Users/Manav/our_dataset/train_data\27\106.json,21
C:/Users/Manav/our_dataset/train_data\27\107.json,21
C:/Users/Manav/our_dataset/train_data\27\108.json,21
C:/Users/Manav/our_dataset/train_data\27\109.json,21
C:/Users/Manav/our_dataset/train_data\27\110.json,21
C:/Users/Manav/our_dataset/train_data\27\111.json,21
C:/Users/Manav/our_dataset/train_data\27\112.json,21
C:/Users/Manav/our_dataset/train_data\27\113.json,21
C:/Users/Manav/our_dataset/train_data\27\114.json,21
C:/Users/Manav/our_dataset/train_data\27\115.json,21
C:/Users/Manav/our_dataset/train_data\27\116.json,21
C:/Users/Manav/our_dataset/train_data\27\117.json,21
C:/Users/Manav/our_dataset/train_data\27\118.json,21
C:/Users/Manav/our_dataset/train_data\27\119.json,21
C:/Users/Manav/our_dataset/train_data\27\120.json,21
C:/Users/Manav/our_dataset/train_data\27\121.json,21
C:/Users/Manav/our_dataset/train_data\27\122.json,21
C:/Users/Manav/our_dataset/train_data\27\123.json,21
C:/Users/Manav/our_dataset/train_data\27\124.json,22
C:/Users/Manav/our_dataset/train_data\27\125.json,22
C:/Users/Manav/our_dataset/train_data\27\126.json,22
C:/Users/Manav/our_dataset/train_data\27\127.json,22
C:/Users/Manav/our_dataset/train_data\27\128.json,22
C:/Users/Manav/our_dataset/train_data\27\129.json,22
C:/Users/Manav/our_dataset/train_data\27\130.json,23
C:/Users/Manav/our_dataset/train_data\27\131.json,23
C:/Users/Manav/our_dataset/train_data\27\132.json,23
C:/Users/Manav/our_dataset/train_data\27\133.json,23
C:/Users/Manav/our_dataset/train_data\27\134.json,23
C:/Users/Manav/our_dataset/train_data\27\135.json,23
C:/Users/Manav/our_dataset/train_data\27\136.json,23
C:/Users/Manav/our_dataset/train_data\27\137.json,23
C:/Users/Manav/our_dataset/train_data\27\138.json,23
C:/Users/Manav/our_dataset/train_data\27\139.json,23
C:/Users/Manav/our_dataset/train_data\27\140.json,23
C:/Users/Manav/our_dataset/train_data\27\141.json,23
C:/Users/Manav/our_dataset/train_data\27\142.json,23
C:/Users/Manav/our_dataset/train_data\27\143.json,23
C:/Users/Manav/our_dataset/train_data\27\144.json,23
C:/Users/Manav/our_dataset/train_data\27\145.json,23
C:/Users/Manav/our_dataset/train_data\27\146.json,23
C:/Users/Manav/our_dataset/train_data\27\147.json,23
C:/Users/Manav/our_dataset/train_data\27\148.json,23
C:/Users/Manav/our_dataset/train_data\27\149.json,23
C:/Users/Manav/our_dataset/train_data\27\150.json,23
C:/Users/Manav/our_dataset/train_data\28\001.json,21
C:/Users/Manav/our_dataset/train_data\28\002.json,21
C:/Users/Manav/our_dataset/train_data\28\003.json,21
C:/Users/Manav/our_dataset/train_data\28\004.json,21
C:/Users/Manav/our_dataset/train_data\28\005.json,21
C:/Users/Manav/our_dataset/train_data\28\006.json,21
C:/Users/Manav/our_dataset/train_data\28\007.json,22
C:/Users/Manav/our_dataset/train_data\28\008.json,22
C:/Users/Manav/our_dataset/train_data\28\009.json,22
C:/Users/Manav/our_dataset/train_data\28\010.json,22
C:/Users/Manav/our_dataset/train_data\28\011.json,22
C:/Users/Manav/our_dataset/train_data\28\012.json,22
C:/Users/Manav/our_dataset/train_data\28\013.json,22
C:/Users/Manav/our_dataset/train_data\28\014.json,22
C:/Users/Manav/our_dataset/train_data\28\015.json,21
C:/Users/Manav/our_dataset/train_data\28\016.json,21
C:/Users/Manav/our_dataset/train_data\28\017.json,21
C:/Users/Manav/our_dataset/train_data\28\018.json,21
C:/Users/Manav/our_dataset/train_data\28\019.json,21
C:/Users/Manav/our_dataset/train_data\28\020.json,21
C:/Users/Manav/our_dataset/train_data\28\021.json,21
C:/Users/Manav/our_dataset/train_data\28\022.json,21
C:/Users/Manav/our_dataset/train_data\28\023.json,21
C:/Users/Manav/our_dataset/train_data\28\024.json,21
C:/Users/Manav/our_dataset/train_data\28\025.json,21
C:/Users/Manav/our_dataset/train_data\28\026.json,21
C:/Users/Manav/our_dataset/train_data\28\027.json,21
C:/Users/Manav/our_dataset/train_data\28\028.json,21
C:/Users/Manav/our_dataset/train_data\28\029.json,21
C:/Users/Manav/our_dataset/train_data\28\030.json,21
C:/Users/Manav/our_dataset/train_data\28\031.json,21
C:/Users/Manav/our_dataset/train_data\28\032.json,21
C:/Users/Manav/our_dataset/train_data\28\033.json,21
C:/Users/Manav/our_dataset/train_data\28\034.json,21
C:/Users/Manav/our_dataset/train_data\28\035.json,21
C:/Users/Manav/our_dataset/train_data\28\036.json,21
C:/Users/Manav/our_dataset/train_data\28\037.json,22
C:/Users/Manav/our_dataset/train_data\28\038.json,22
C:/Users/Manav/our_dataset/train_data\28\039.json,22
C:/Users/Manav/our_dataset/train_data\28\040.json,22
C:/Users/Manav/our_dataset/train_data\28\041.json,22
C:/Users/Manav/our_dataset/train_data\28\042.json,22
C:/Users/Manav/our_dataset/train_data\28\043.json,22
C:/Users/Manav/our_dataset/train_data\28\044.json,22
C:/Users/Manav/our_dataset/train_data\28\045.json,22
C:/Users/Manav/our_dataset/train_data\28\046.json,22
C:/Users/Manav/our_dataset/train_data\28\047.json,22
C:/Users/Manav/our_dataset/train_data\28\048.json,22
C:/Users/Manav/our_dataset/train_data\28\049.json,22
C:/Users/Manav/our_dataset/train_data\28\050.json,22
C:/Users/Manav/our_dataset/train_data\28\051.json,22
C:/Users/Manav/our_dataset/train_data\28\052.json,22
C:/Users/Manav/our_dataset/train_data\28\053.json,22
C:/Users/Manav/our_dataset/train_data\28\054.json,22
C:/Users/Manav/our_dataset/train_data\28\055.json,22
C:/Users/Manav/our_dataset/train_data\28\056.json,22
C:/Users/Manav/our_dataset/train_data\28\057.json,22
C:/Users/Manav/our_dataset/train_data\28\058.json,22
C:/Users/Manav/our_dataset/train_data\28\059.json,22
C:/Users/Manav/our_dataset/train_data\28\060.json,22
C:/Users/Manav/our_dataset/train_data\28\061.json,22
C:/Users/Manav/our_dataset/train_data\28\062.json,22
C:/Users/Manav/our_dataset/train_data\28\063.json,22
C:/Users/Manav/our_dataset/train_data\28\064.json,22
C:/Users/Manav/our_dataset/train_data\28\065.json,22
C:/Users/Manav/our_dataset/train_data\28\066.json,22
C:/Users/Manav/our_dataset/train_data\28\067.json,22
C:/Users/Manav/our_dataset/train_data\28\068.json,22
C:/Users/Manav/our_dataset/train_data\28\069.json,22
C:/Users/Manav/our_dataset/train_data\28\070.json,22
C:/Users/Manav/our_dataset/train_data\28\071.json,22
C:/Users/Manav/our_dataset/train_data\28\072.json,23
C:/Users/Manav/our_dataset/train_data\28\073.json,23
C:/Users/Manav/our_dataset/train_data\28\074.json,23
C:/Users/Manav/our_dataset/train_data\28\075.json,23
C:/Users/Manav/our_dataset/train_data\28\076.json,23
C:/Users/Manav/our_dataset/train_data\28\077.json,23
C:/Users/Manav/our_dataset/train_data\28\078.json,23
C:/Users/Manav/our_dataset/train_data\28\079.json,23
C:/Users/Manav/our_dataset/train_data\28\080.json,22
C:/Users/Manav/our_dataset/train_data\28\081.json,22
C:/Users/Manav/our_dataset/train_data\28\082.json,22
C:/Users/Manav/our_dataset/train_data\28\083.json,22
C:/Users/Manav/our_dataset/train_data\28\084.json,22
C:/Users/Manav/our_dataset/train_data\28\085.json,22
C:/Users/Manav/our_dataset/train_data\28\086.json,22
C:/Users/Manav/our_dataset/train_data\28\087.json,22
C:/Users/Manav/our_dataset/train_data\28\088.json,23
C:/Users/Manav/our_dataset/train_data\28\089.json,23
C:/Users/Manav/our_dataset/train_data\28\090.json,23
C:/Users/Manav/our_dataset/train_data\28\091.json,23
C:/Users/Manav/our_dataset/train_data\28\092.json,23
C:/Users/Manav/our_dataset/train_data\28\093.json,23
C:/Users/Manav/our_dataset/train_data\28\094.json,23
C:/Users/Manav/our_dataset/train_data\28\095.json,22
C:/Users/Manav/our_dataset/train_data\28\096.json,22
C:/Users/Manav/our_dataset/train_data\28\097.json,22
C:/Users/Manav/our_dataset/train_data\28\098.json,22
C:/Users/Manav/our_dataset/train_data\28\099.json,22
C:/Users/Manav/our_dataset/train_data\28\100.json,22
C:/Users/Manav/our_dataset/train_data\28\101.json,22
C:/Users/Manav/our_dataset/train_data\28\102.json,22
C:/Users/Manav/our_dataset/train_data\28\103.json,22
C:/Users/Manav/our_dataset/train_data\28\104.json,22
C:/Users/Manav/our_dataset/train_data\28\105.json,22
C:/Users/Manav/our_dataset/train_data\28\106.json,22
C:/Users/Manav/our_dataset/train_data\28\107.json,23
C:/Users/Manav/our_dataset/train_data\28\108.json,23
C:/Users/Manav/our_dataset/train_data\28\109.json,23
C:/Users/Manav/our_dataset/train_data\28\110.json,23
C:/Users/Manav/our_dataset/train_data\28\111.json,23
C:/Users/Manav/our_dataset/train_data\28\112.json,23
C:/Users/Manav/our_dataset/train_data\28\113.json,23
C:/Users/Manav/our_dataset/train_data\28\114.json,23
C:/Users/Manav/our_dataset/train_data\28\115.json,23
C:/Users/Manav/our_dataset/train_data\28\116.json,23
C:/Users/Manav/our_dataset/train_data\28\117.json,23
C:/Users/Manav/our_dataset/train_data\28\118.json,23
C:/Users/Manav/our_dataset/train_data\28\119.json,23
C:/Users/Manav/our_dataset/train_data\28\120.json,23
C:/Users/Manav/our_dataset/train_data\28\121.json,23
C:/Users/Manav/our_dataset/train_data\28\122.json,23
C:/Users/Manav/our_dataset/train_data\28\123.json,23
C:/Users/Manav/our_dataset/train_data\28\124.json,23
C:/Users/Manav/our_dataset/train_data\28\125.json,23
C:/Users/Manav/our_dataset/train_data\28\126.json,23
C:/Users/Manav/our_dataset/train_data\28\127.json,23
C:/Users/Manav/our_dataset/train_data\28\128.json,23
C:/Users/Manav/our_dataset/train_data\28\129.json,23
C:/Users/Manav/our_dataset/train_data\28\130.json,23
C:/Users/Manav/our_dataset/train_data\28\131.json,23
C:/Users/Manav/our_dataset/train_data\28\132.json,23
C:/Users/Manav/our_dataset/train_data\28\133.json,23
C:/Users/Manav/our_dataset/train_data\28\134.json,23
C:/Users/Manav/our_dataset/train_data\28\135.json,23
C:/Users/Manav/our_dataset/train_data\28\136.json,23
C:/Users/Manav/our_dataset/train_data\28\137.json,23
C:/Users/Manav/our_dataset/train_data\28\138.json,23
C:/Users/Manav/our_dataset/train_data\28\139.json,23
C:/Users/Manav/our_dataset/train_data\28\140.json,23
C:/Users/Manav/our_dataset/train_data\28\141.json,23
C:/Users/Manav/our_dataset/train_data\28\142.json,23
C:/Users/Manav/our_dataset/train_data\28\143.json,23
C:/Users/Manav/our_dataset/train_data\28\144.json,23
C:/Users/Manav/our_dataset/train_data\28\145.json,23
C:/Users/Manav/our_dataset/train_data\28\146.json,23
C:/Users/Manav/our_dataset/train_data\28\147.json,23
C:/Users/Manav/our_dataset/train_data\28\148.json,22
C:/Users/Manav/our_dataset/train_data\28\149.json,22
C:/Users/Manav/our_dataset/train_data\28\150.json,22
C:/Users/Manav/our_dataset/train_data\3\001.json,20
C:/Users/Manav/our_dataset/train_data\3\002.json,20
C:/Users/Manav/our_dataset/train_data\3\003.json,20
C:/Users/Manav/our_dataset/train_data\3\004.json,20
C:/Users/Manav/our_dataset/train_data\3\005.json,20
C:/Users/Manav/our_dataset/train_data\3\006.json,20
C:/Users/Manav/our_dataset/train_data\3\007.json,20
C:/Users/Manav/our_dataset/train_data\3\008.json,21
C:/Users/Manav/our_dataset/train_data\3\009.json,21
C:/Users/Manav/our_dataset/train_data\3\010.json,21
C:/Users/Manav/our_dataset/train_data\3\011.json,21
C:/Users/Manav/our_dataset/train_data\3\012.json,21
C:/Users/Manav/our_dataset/train_data\3\013.json,21
C:/Users/Manav/our_dataset/train_data\3\014.json,21
C:/Users/Manav/our_dataset/train_data\3\015.json,21
C:/Users/Manav/our_dataset/train_data\3\016.json,21
C:/Users/Manav/our_dataset/train_data\3\017.json,21
C:/Users/Manav/our_dataset/train_data\3\018.json,21
C:/Users/Manav/our_dataset/train_data\3\019.json,21
C:/Users/Manav/our_dataset/train_data\3\020.json,21
C:/Users/Manav/our_dataset/train_data\3\021.json,21
C:/Users/Manav/our_dataset/train_data\3\022.json,21
C:/Users/Manav/our_dataset/train_data\3\023.json,21
C:/Users/Manav/our_dataset/train_data\3\024.json,21
C:/Users/Manav/our_dataset/train_data\3\025.json,21
C:/Users/Manav/our_dataset/train_data\3\026.json,21
C:/Users/Manav/our_dataset/train_data\3\027.json,21
C:/Users/Manav/our_dataset/train_data\3\028.json,21
C:/Users/Manav/our_dataset/train_data\3\029.json,21
C:/Users/Manav/our_dataset/train_data\3\030.json,21
C:/Users/Manav/our_dataset/train_data\3\031.json,21
C:/Users/Manav/our_dataset/train_data\3\032.json,21
C:/Users/Manav/our_dataset/train_data\3\033.json,21
